,1.03150932862
166,0.000727104356379
167,0.8889888529269999
168,1.9406247537799999
169,0.9048933158910001
170,0.0676931729174
171,2.56689778906
172,0.738592545664
173,0.46743540856000004
174,3.6817267244800003
175,0.47318731066799996
176,0.159709879147
177,0.5584587943379999
178,0.372692344856
179,2.62881358974
180,0.40454706604199997
181,0.6880217243629999
182,0.331076781577
183,0.368416284238
184,0.15094231647700002
185,0.695995398378
186,0.5372241923969999
187,0.182240089143
188,0.338422303935
189,2.54755748412
190,0.869546705283
191,0.0448776090583
192,0.17670950647999997
193,0.921757978319
194,1.8385194612400002
195,1.98137804559
196,0.368416947833
197,0.292145020088
198,3.6854689958199995
199,2.0383630486200004
200,0.10610404537200001
201,0.489845266562
202,1.74646789372
203,0.961328851794
204,0.45280303147900003
205,0.0204874292375
206,0.257309190611
207,0.112243355354
208,1.53002397507
209,1.1076627612799999
210,1.4302400769299999
211,0.782260233478
212,0.44876280502899996
213,0.535294415494
214,0.952292849976
215,0.257778102447
216,4.51189561124
217,0.549537146209
218,0.192562865524
219,2.0562279279599998
220,1.26974115639
221,0.058202559768699993
222,2.25844667819
223,0.43103669614699996
224,2.62924927251
225,0.624354092216
226,0.190571041528
227,0.0011889038441400001
228,0.585425931858
229,4.0831949427
230,1.05085720616
231,0.193241089555
232,0.781153922954
233,0.260827722411
234,1.73463477792
235,0.111252528179
236,1.92358581279
237,0.860291524194
238,1.0329620963200001
239,1.85135644305
240,0.36892134979400004
241,0.85839584253
242,0.975968096596
243,3.4773811444800002
244,0.182013181924
245,0.407666084458
246,0.578171400009
247,0.9635945404780001
248,0.511554772272
249,0.349937863226
250,2.70301512181
251,2.8584521027200003
252,0.018138389005099998
253,1.83904097635
254,1.2836751854600001
255,3.7075377253099995
256,3.0654288123400004
257,0.06543787657219999
258,1.12672437295
259,1.7764371583099996
260,2.6461883095200003
261,0.9519038725210001
262,0.110301554454
263,0.253839499009
264,0.398801603306
265,0.112566901511
266,0.9899883205299999
267,0.631548666974
268,0.286324113234
269,1.9574895044799998
270,2.36630413562
271,0.907147794471
272,0.322224750936
273,0.204931097516
274,2.9202702768099997
275,0.552616579065
276,0.07545688464219999
277,0.07523216243589999
278,2.53486344836
279,0.145824192404
280,0.587019401273
281,0.963636807747
282,1.13508880535
283,1.4274203474
284,0.0403373454227
285,3.00227825005
286,0.621462042542
287,0.642710810233
288,0.453755458107
289,0.737387029403
290,1.1558547575799998
291,0.21878779171999999
292,0.109056177498
293,0.923142605474
294,0.192554543007
295,0.759581096514
296,1.20636469766
297,0.30840995943000005
298,0.271786449466
